Id,Interests,Situation,Noise,SleepSchedule,Personnality,City
D4f7ssgMs0s3rH4030,"['Health and wellness', 'Sports', 'Education and learning']",Worker,Noisy,Night,Extrovert,Rabat
6RNujsVY9Cs4Um1101,['Business and entrepreneurship'],Worker,Noisy,Morning,Extrovert,Oujda
krff7kCNDUM9zVF105,"['Finance and investments', 'Social causes and activism', 'DIY and crafts']",Worker,Noisy,Night,Introvert,Marrakech
CLhrhKnE3I1LyhR083,"['History', 'Gardening']",Worker,Noisy,Morning,Extrovert,Fes
E7WCyJXKzcBYQm0122,"['Books', 'Photography']",Student,Silent,Night,Extrovert,Oujda
xvZecpg5sJZvQ9g146,"['Science', 'DIY and crafts', 'Fitness']",Worker,Silent,Morning,Introvert,Oujda
oJbklGCJcDLoNVC103,"['Nature', 'Fitness', 'Social causes and activism']",Student,Silent,Night,Introvert,Rabat
ksRgF0kGb9Bb2fl026,"['Fitness', 'Music', 'Fitness']",Worker,Noisy,Morning,Introvert,Oujda
LB8YKGdUZPMTaAm124,"['Parenting and family', 'Food and dining', 'Books']",Student,Silent,Night,Introvert,Fes
vWZodPHV2gEnJoX157,['Technology'],Worker,Silent,Morning,Introvert,Oujda
LZfps34acbctwGG080,"['Finance and investments', 'Books']",Worker,Silent,Night,Extrovert,Tangier
uRjz8GlNfs5nGsx138,['Cars and automobiles'],Worker,Silent,Morning,Extrovert,Rabat
djEQSYmxN3grf56088,"['Pets', 'Movies', 'Gardening']",Worker,Noisy,Morning,Extrovert,Rabat
WOuQaM5IM5HdEJ5066,['Gaming'],Worker,Noisy,Night,Extrovert,Rabat
ZqSJZ1zTqnJVGWs201,['Health and wellness'],Worker,Noisy,Morning,Introvert,Rabat
ifd8hStSuqw14zR115,"['Gardening', 'Parenting and family', 'Fashion']",Student,Noisy,Morning,Introvert,Marrakech
An2dhincpP7Fd4E025,['DIY and crafts'],Worker,Noisy,Night,Introvert,Agadir
AOrZIkU73q65ZcP080,['Fashion'],Worker,Silent,Morning,Introvert,Agadir
lsAJXpKHK9VULx5133,"['Fitness', 'Business and entrepreneurship']",Student,Noisy,Morning,Extrovert,Tangier
laYpiZNOARCIdSC135,['Fitness'],Student,Silent,Night,Introvert,Fes
YarZQIf2ei92qH3053,['Cars and automobiles'],Worker,Silent,Morning,Extrovert,Fes
y6zdIyDoRdIl9TP130,['Finance and investments'],Worker,Noisy,Morning,Extrovert,Rabat
NsFHRAQ9IaPvDYH121,"['Fitness', 'Nature', 'Parenting and family']",Student,Silent,Night,Extrovert,Marrakech
nwTfr57Ua199Emd036,"['Photography', 'Outdoor activities', 'Gardening']",Student,Noisy,Morning,Extrovert,Tangier
ER9vf5F6527FmK4973,['Photography'],Student,Silent,Morning,Introvert,Oujda
8SyLIxj61OC9sAE062,"['Fashion', 'Fashion', 'Music']",Worker,Noisy,Night,Introvert,Rabat
RVlclQ3t61e9dh4024,"['Movies', 'Cars and automobiles', 'Food and dining']",Student,Noisy,Night,Extrovert,Oujda
ocJkzEa97S3Hrlu080,"['Beauty', 'Fashion']",Worker,Silent,Night,Introvert,Fes
2L1YUeb1rkz3b4h021,"['Health and wellness', 'Cooking', 'Gaming', 'Movies']",Student,Noisy,Night,Introvert,Tangier
IgYG3CbYrIzgDB9084,"['Cars and automobiles', 'Books', 'Parenting and family']",Student,Noisy,Morning,Introvert,Casablanca
GfPcDSplUmzuTiE158,['Beauty'],Worker,Noisy,Morning,Introvert,Marrakech
M7HIdSP9j6ZeN0l054,"['Nature', 'Education and learning', 'Social causes and activism', 'Travel']",Student,Silent,Night,Introvert,Oujda
fWoBQIcKkGVWtUi159,"['Business and entrepreneurship', 'Nature']",Worker,Noisy,Morning,Extrovert,Oujda
N91yTnRHxn6m71L066,"['DIY and crafts', 'Pets', 'Nature', 'Education and learning']",Worker,Noisy,Morning,Extrovert,Agadir
HrlO1MyvAjUEcqF121,"['Finance and investments', 'Fashion']",Student,Noisy,Morning,Extrovert,Rabat
